5.038312077522277832e-02 -4.955021291971206665e-02 4.988458654232523493e-02 -4.905992020826495381e-02
6.133058667182922363e-02 -3.534797951579093933e-02 5.577294232571142901e-02 -4.203896775020278531e-02
4.461707919836044312e-02 -2.835950814187526703e-02 5.167207915267453544e-02 -3.648357014825668460e-02
3.581088408827781677e-02 -3.188297152519226074e-02 4.582942461728017891e-02 -3.410686990072068353e-02
2.771626599133014679e-02 -3.182943537831306458e-02 3.850077521388980267e-02 -3.240159103808845642e-02
1.827285625040531158e-02 -3.146421164274215698e-02 2.957273139818635682e-02 -3.112588135235025769e-02
3.485471475869417191e-03 -2.700262703001499176e-02 1.779883697429470932e-02 -2.875531134833474861e-02
2.915251627564430237e-02 -3.372556343674659729e-02 1.795839041979488751e-02 -2.938205381246418793e-02
2.968183532357215881e-02 -2.878814749419689178e-02 1.873392113338187212e-02 -2.837978087997810109e-02
1.811452582478523254e-02 -1.535759400576353073e-02 1.603475792132863856e-02 -2.347989822340781560e-02
1.798390038311481476e-02 -2.040889300405979156e-02 1.418376944179748113e-02 -2.130861703277845548e-02
1.616929657757282257e-02 -2.713211812078952789e-02 1.247181657536701460e-02 -2.169295988710338158e-02
2.840518020093441010e-02 -1.735475845634937286e-02 1.484485650632787548e-02 -1.937246990893231463e-02
3.797986730933189392e-02 -1.088972855359315872e-02 1.972087133833871561e-02 -1.582829254925944076e-02
1.463001966476440430e-02 -1.807186007499694824e-02 1.761779331668702001e-02 -1.502666617200753250e-02
3.385986015200614929e-02 -1.878170855343341827e-02 2.131030058798879037e-02 -1.475175230462093777e-02
1.943636871874332428e-02 -2.481046877801418304e-02 2.069861350302814457e-02 -1.638808448336613252e-02
2.598883770406246185e-02 -2.462851069867610931e-02 2.213209125020771523e-02 -1.794907258790501975e-02
1.724680140614509583e-02 -1.694970950484275818e-02 2.103233717716001747e-02 -1.730637667002737218e-02
3.447320312261581421e-02 -2.415898442268371582e-02 2.506617387888417092e-02 -1.893620172881907079e-02
-1.474746782332658768e-02 -1.372842490673065186e-02 1.442325586588425780e-02 -1.744751877693848444e-02
-3.858591429889202118e-03 -1.653768308460712433e-02 8.546477274517891298e-03 -1.707730580993502278e-02
-7.405396550893783569e-03 -1.634715311229228973e-02 2.688511597423304603e-03 -1.679300771201021336e-02
7.889503613114356995e-03 -1.666415296494960785e-02 2.457883654134936004e-03 -1.672171315373604042e-02
8.555530570447444916e-03 -1.357399579137563705e-02 2.713817869815738412e-03 -1.582027633905263436e-02
1.065094862133264542e-02 -7.318437565118074417e-03 3.769905487101967746e-03 -1.329096051755519932e-02
8.777933544479310513e-04 -1.179708726704120636e-02 1.993598364869416002e-03 -1.255359153067876939e-02
2.139045158401131630e-03 -4.332955460995435715e-03 1.053567417550789779e-03 -9.846738132724854389e-03
1.962644606828689575e-02 6.606198381632566452e-03 5.503259604645711033e-03 -4.509144652098261326e-03
2.530654706060886383e-02 5.659481510519981384e-03 1.099742015021877746e-02 -4.434974722057750235e-04
1.869667321443557739e-02 -9.273797273635864258e-03 1.377287870341181372e-02 -1.482515434298463950e-03
3.745133429765701294e-02 -7.392684463411569595e-03 2.145402541068981012e-02 -1.990880812492766636e-03
3.462973982095718384e-02 1.918874680995941162e-02 2.704825788966894531e-02 4.969269500621121931e-03
2.737922780215740204e-02 1.315843034535646439e-02 2.956811859164073727e-02 8.943871091097187892e-03
3.786866366863250732e-02 1.521033793687820435e-02 3.445932793464591415e-02 1.264595196133956080e-02
3.953007981181144714e-02 2.332400903105735779e-02 3.882348228713124183e-02 1.779605726381640676e-02
3.335481882095336914e-02 6.672260817140340805e-03 4.049641111182220726e-02 1.718488459735593651e-02
3.603434562683105469e-02 3.467413363978266716e-03 4.234978599306504776e-02 1.546674908762806291e-02
2.916237153112888336e-02 8.803769946098327637e-03 4.166905858520048023e-02 1.523358157657908260e-02
2.156337536871433258e-02 1.073855441063642502e-02 3.864251210227922367e-02 1.533489851041294240e-02
2.063876204192638397e-02 3.834530338644981384e-02 3.552966837522925775e-02 2.292614731347767873e-02
3.122403100132942200e-02 4.407262057065963745e-02 3.561574730603753874e-02 3.072331566553638746e-02
2.772722765803337097e-02 4.570304974913597107e-02 3.450807061714500357e-02 3.748158819511737683e-02
7.280375808477401733e-03 4.461151361465454102e-02 2.766417594095243668e-02 4.253496198262074479e-02
-2.659888705238699913e-03 1.529773510992527008e-02 1.895562582282706715e-02 3.819513384636066822e-02
6.331873009912669659e-04 1.598011143505573273e-02 1.247484624361658648e-02 3.430536030579849766e-02
-2.563880058005452156e-03 3.314505517482757568e-02 6.166792412157212806e-03 3.548835179526311362e-02
5.437319632619619370e-03 1.172071322798728943e-02 3.223527091118465106e-03 3.021179956076610121e-02
2.759075956419110298e-03 2.343422733247280121e-02 2.021226307431788513e-04 2.878465498012474852e-02
1.947216078406199813e-04 2.992527186870574951e-02 -2.819008100708049989e-03 2.922460511535956637e-02
4.870204254984855652e-03 3.218846768140792847e-02 -3.781508568823930497e-03 3.009369220622748475e-02
1.974068954586982727e-02 3.006198257207870483e-02 -1.274996444191396801e-04 3.011189186945581811e-02
-1.208517234772443771e-02 7.136112079024314880e-03 -5.654325152151442463e-03 2.360060418178335992e-02
6.912054028362035751e-03 2.620961284264922142e-03 -4.745288658255745334e-03 1.675847573543640112e-02
1.571719907224178314e-02 -7.280929479748010635e-03 -1.216540705125532511e-03 8.219693511456214324e-03
7.151962257921695709e-03 -1.667214184999465942e-02 -3.673183097436264681e-04 -1.515920216916348410e-03
5.257060402072966099e-04 -9.111824445426464081e-03 -1.290279152064073218e-03 -7.411551246661811365e-03
2.098791487514972687e-02 -2.133892104029655457e-02 3.846737627577590836e-03 -1.549421706529806493e-02
1.190898194909095764e-02 1.559747755527496338e-02 5.819498538656502420e-03 -1.159958483680399027e-02
1.677434891462326050e-02 1.605112478137016296e-02 8.952484362210485699e-03 -7.733659001436330588e-03
2.122265659272670746e-02 6.901667919009923935e-03 1.290982394500718791e-02 -6.635911566419966032e-03
2.062730491161346436e-02 1.294660195708274841e-02 1.610245921463535068e-02 -3.679885316726230673e-03
2.498407661914825439e-02 -1.425174064934253693e-03 1.998047373145113090e-02 -4.899826560105759871e-03
1.531764585524797440e-02 -1.040362287312746048e-03 2.046834345474662573e-02 -5.563372162280453420e-03
1.034040655940771103e-02 -1.024189125746488571e-02 1.936111045000721287e-02 -8.445346401385334101e-03
1.556605845689773560e-02 -1.029742974787950516e-02 1.975588161444580965e-02 -1.065048571298183276e-02
2.846910618245601654e-02 -1.745057408697903156e-03 2.357705175171373804e-02 -9.863942348544029251e-03
3.963734209537506104e-02 -1.286269538104534149e-02 2.979795629730933731e-02 -1.205464898500976587e-02
3.025189228355884552e-02 -2.521366253495216370e-02 3.225063096147841313e-02 -1.712994882574917985e-02
2.311979606747627258e-02 -9.507709182798862457e-03 3.209222677248967787e-02 -1.678256327962301606e-02
1.469612121582031250e-02 -3.235044330358505249e-02 2.935186987439361225e-02 -2.261333854012849420e-02
2.994709275662899017e-02 -3.237061202526092529e-02 3.107133465630886743e-02 -2.729201941941668264e-02
6.372889876365661621e-02 -5.328761413693428040e-02 4.177791877039338519e-02 -3.680211961426323175e-02
5.592397600412368774e-02 -2.813056297600269318e-02 4.841758268165868850e-02 -3.746365380043542581e-02
4.153942689299583435e-02 -2.249127253890037537e-02 4.968080683587616786e-02 -3.604393041968052130e-02
4.837452992796897888e-02 -2.914117090404033661e-02 5.229091726116953665e-02 -3.632745818683570660e-02
7.162581384181976318e-02 -1.675282418727874756e-02 6.063509680863984896e-02 -3.276372275564951725e-02
5.068679153919219971e-02 -7.487600669264793396e-03 6.144118463070352698e-02 -2.685520692563585221e-02
6.885918974876403809e-02 -1.783494092524051666e-02 6.676549744260514008e-02 -2.452522250239193985e-02
5.454834178090095520e-02 -1.941965334117412567e-02 6.682777789963688375e-02 -2.285274396082008497e-02
5.698177963495254517e-02 -2.242510765790939331e-02 6.710759191447646099e-02 -2.218154678738724558e-02
8.120176196098327637e-02 2.263254253193736076e-03 7.369633896403320061e-02 -1.464552995388725826e-02
8.811113238334655762e-02 -1.406944915652275085e-02 8.078834800025062879e-02 -1.282557036195164889e-02
9.519761800765991211e-02 -1.968863187357783318e-03 8.831180757382565971e-02 -7.969313915329730852e-03
9.731012582778930664e-02 1.730872172629460692e-04 9.476097057192331419e-02 -3.371792101466021107e-03
7.754861563444137573e-02 -1.235087029635906219e-02 9.413534768572609512e-02 -3.158553090401042696e-03
8.558306097984313965e-02 1.762591302394866943e-03 9.528838033578480859e-02 7.557991345434691716e-04
9.872805327177047729e-02 5.310052540153264999e-03 9.941823719243879365e-02 4.831386664541448793e-03
9.452736377716064453e-02 1.875531487166881561e-02 1.012324291174069579e-01 1.177097578920641326e-02
9.744025766849517822e-02 4.723214078694581985e-03 1.030797263672114800e-01 1.339744600551437924e-02
8.886463940143585205e-02 1.337608788162469864e-02 1.017621848794105222e-01 1.682381358568239837e-02
9.005132317543029785e-02 1.296897232532501221e-02 1.005293971208429671e-01 1.922831523366592271e-02
9.233634173870086670e-02 1.576544158160686493e-02 9.973195581388803743e-02 2.164617311905605440e-02
8.976577222347259521e-02 1.248055882751941681e-02 9.799721550398743375e-02 2.236673936780728469e-02
9.123446792364120483e-02 8.997976779937744141e-03 9.664996375634195280e-02 2.159651811945067709e-02
1.021360531449317932e-01 8.362983353435993195e-03 9.832440755661786547e-02 2.038291218271500241e-02
6.792616099119186401e-02 -3.271145280450582504e-03 8.997316483866787951e-02 1.575288978580179425e-02
1.042209938168525696e-01 1.523912884294986725e-03 9.290885345824106967e-02 1.287992665323727491e-02
8.965499699115753174e-02 -1.007389510050415993e-03 9.125138563020393501e-02 9.516905462325583182e-03
7.795862108469009399e-02 1.887984015047550201e-02 8.651561427740049603e-02 1.207044519491750310e-02
7.022833079099655151e-02 1.854190835729241371e-03 8.033455688119610361e-02 9.344504197880876620e-03
8.035145699977874756e-02 6.000223103910684586e-03 7.800178612444100268e-02 8.083427458349595057e-03
7.597059756517410278e-02 2.272520586848258972e-02 7.493863827541664968e-02 1.162655843034987417e-02
7.026947289705276489e-02 6.826030090451240540e-03 7.092604456133587421e-02 1.012268200136968652e-02
6.550026684999465942e-02 1.668657362461090088e-02 6.641373744187363537e-02 1.154630542220501030e-02
7.046313583850860596e-02 1.845130883157253265e-02 6.424973456582395992e-02 1.320320761154745656e-02
7.566470652818679810e-02 1.119112968444824219e-02 6.418022805178057177e-02 1.252747898349946230e-02
7.252205908298492432e-02 2.025382407009601593e-02 6.355925739973306010e-02 1.444439473305571264e-02
7.331805676221847534e-02 1.409315690398216248e-02 6.356592280360010006e-02 1.430500050980716524e-02
7.407595962285995483e-02 2.423665672540664673e-02 6.408521719113166593e-02 1.698098797413133410e-02
5.218840390443801880e-02 1.863705739378929138e-02 5.868574159406970969e-02 1.763522729292539212e-02
